"","beer_name","style","abv","ibu","ounces","brewery_name","city","state"
"1282","Wagon Box Wheat Beer","American Pale Wheat Ale",0.059,15,12,"The Black Tooth Brewing Company","Sheridan"," WY"
"1283","Peninsula Brewers Reserve (PBR)","American Blonde Ale",0.05,15,12,"Kenai River Brewing Company","Soldotna"," AK"
"1284","Harvest Ale","Saison / Farmhouse Ale",0.065,35,12,"Fremont Brewing Company","Seattle"," WA"
"1285","Fremont Summer Ale","American Pale Ale (APA)",0.065,45,12,"Fremont Brewing Company","Seattle"," WA"
"1286","Universale Pale Ale","American Pale Ale (APA)",0.056,30,12,"Fremont Brewing Company","Seattle"," WA"
"1287","Interurban IPA","American IPA",0.065,80,12,"Fremont Brewing Company","Seattle"," WA"
"1288","Mo's Gose","Gose",0.052,10,16,"Armstrong Brewing Company","South San Francisco"," CA"
"1289","Colorado Native","American Amber / Red Lager",0.055,26,12,"AC Golden Brewing Company","Golden"," CO"
"1290","Colorado Native (2011)","American Amber / Red Lager",0.055,26,12,"AC Golden Brewing Company","Golden"," CO"
"1291","Descender IPA","American IPA",0.07,70,12,"Good Life Brewing Company","Bend"," OR"
"1292","Sweet As Pacific Ale","American Pale Wheat Ale",0.06,18,12,"Good Life Brewing Company","Bend"," OR"
"1293","Pablo Beach Pale Ale","American Pale Ale (APA)",0.05,30,12,"Green Room Brewing","Jacksonville"," FL"
"1294","RecreationAle","American Pale Ale (APA)",0.047,42,12,"Terrapin Brewing Company","Athens"," GA"
"1295","The Hole in Hadrian's Wall","Scottish Ale",0.095,19,16,"Okoboji Brewing Company","Spirit Lake"," IA"
"1296","33 Select Brown Ale","American Brown Ale",0.065,26,16,"Okoboji Brewing Company","Spirit Lake"," IA"
"1297","Midwest Charm Farmhouse Ale","Saison / Farmhouse Ale",0.06,29,16,"Okoboji Brewing Company","Spirit Lake"," IA"
"1298","Boji Blue Pale Ale","American Pale Ale (APA)",0.05,45,16,"Okoboji Brewing Company","Spirit Lake"," IA"
"1299","Winter Games Select #32 Stout","American Stout",0.057,26,16,"Okoboji Brewing Company","Spirit Lake"," IA"
"1300","Boji Beach Golden Rye Ale","Rye Beer",0.05,23,16,"Okoboji Brewing Company","Spirit Lake"," IA"
"1301","South Ridge Amber Ale","American Amber / Red Ale",0.06,31,16,"Crystal Springs Brewing Company","Boulder"," CO"
"1302","Summertime Ale","Kölsch",0.052,23,16,"Crystal Springs Brewing Company","Boulder"," CO"
"1303","Watership Brown Ale","American Brown Ale",0.072,55,12,"Red Hare Brewing Company","Marietta"," GA"
"1304","Gangway IPA","American IPA",0.062,55,12,"Red Hare Brewing Company","Marietta"," GA"
"1305","Orange Wheat","Fruit / Vegetable Beer",0.046,17,12,"Hangar 24 Craft Brewery","Redlands"," CA"
"1306","Hangar 24 Helles Lager","Munich Helles Lager",0.043,14,12,"Hangar 24 Craft Brewery","Redlands"," CA"
"1307","Good People Pale Ale","American Pale Ale (APA)",0.056,36,12,"Good People Brewing Company","Birmingham"," AL"
"1308","Snake Handler Double IPA","American Double / Imperial IPA",0.093,103,12,"Good People Brewing Company","Birmingham"," AL"
"1309","Coffee Oatmeal Stout","Oatmeal Stout",0.06,54,12,"Good People Brewing Company","Birmingham"," AL"
"1310","Good People IPA","American IPA",0.06,64,12,"Good People Brewing Company","Birmingham"," AL"
"1311","Good People American Brown Ale","American Brown Ale",0.058,36,12,"Good People Brewing Company","Birmingham"," AL"
"1312","Loose Cannon","American IPA",0.072,45,12,"Heavy Seas Beer","Halethorpe"," MD"
"1313","AARGHtoberfest!","Märzen / Oktoberfest",0.06,30,12,"Heavy Seas Beer","Halethorpe"," MD"
"1314","Rude Parrot IPA","American IPA",0.059,75,16,"7 Seas Brewing Company","Gig Harbor"," WA"
"1315","British Pale Ale (2010)","English Pale Ale",0.054,30,16,"7 Seas Brewing Company","Gig Harbor"," WA"
"1316","British Pale Ale","English Pale Ale",0.054,30,16,"7 Seas Brewing Company","Gig Harbor"," WA"
"1317","Ballz Deep Double IPA","American Double / Imperial IPA",0.084,82,16,"7 Seas Brewing Company","Gig Harbor"," WA"
"1318","Des Moines IPA","American IPA",0.068,75,16,"Confluence Brewing Company","Des Moines"," IA"
"1319","Capital Gold Golden Lager","German Pilsener",0.048,22,16,"Confluence Brewing Company","Des Moines"," IA"
"1320","Farmer John's Multi-Grain Ale","American Blonde Ale",0.056,21,16,"Confluence Brewing Company","Des Moines"," IA"
"1321","Topcutter India Pale Ale","American IPA",0.068,70,12,"Bale Breaker Brewing Company","Yakima"," WA"
"1322","Field 41 Pale Ale","American Pale Ale (APA)",0.044,38,12,"Bale Breaker Brewing Company","Yakima"," WA"
"1323","Mac's Scottish Style Amber Ale (2000)","American Amber / Red Ale",0.051,32,12,"MacTarnahans Brewing Company","Portland"," OR"
"1324","Wisco Disco","American Amber / Red Ale",0.051,31,16,"Stillmank Beer Company","Green Bay"," WI"
"1325","Long Hammer IPA","American IPA",0.065,44,16,"Redhook Brewery","Woodinville"," WA"
"1326","Long Hammer IPA","American IPA",0.065,44,12,"Redhook Brewery","Woodinville"," WA"
"1327","Copper Hook (2011)","American Amber / Red Ale",0.058,27,12,"Redhook Brewery","Woodinville"," WA"
"1328","Blue Point White IPA","American White IPA",0.06,40,12,"Blue Point Brewing Company","Patchogue"," NY"
"1329","Blue Point Summer Ale","American Blonde Ale",0.044,16,12,"Blue Point Brewing Company","Patchogue"," NY"
"1330","Toasted Lager","Vienna Lager",0.055,28,12,"Blue Point Brewing Company","Patchogue"," NY"
"1331","Old Elephant Foot IPA","American IPA",0.07,80,16,"Tampa Bay Brewing Company","Tampa"," FL"
"1332","Deadicated Amber","American Amber / Red Ale",0.054,27,16,"Devil's Canyon Brewery","Belmont"," CA"
"1333","California Sunshine Rye IPA","American IPA",0.071,85,16,"Devil's Canyon Brewery","Belmont"," CA"
"1334","Full Boar Scotch Ale","Scotch Ale / Wee Heavy",0.074,12,16,"Devil's Canyon Brewery","Belmont"," CA"
"1335","Northern Lights Amber Ale","American Amber / Red Ale",0.05,15,12,"Broken Tooth Brewing Company","Anchorage"," AK"
"1336","Polar Pale Ale","American Pale Ale (APA)",0.052,17,12,"Broken Tooth Brewing Company","Anchorage"," AK"
"1337","Fairweather IPA","American IPA",0.061,64,12,"Broken Tooth Brewing Company","Anchorage"," AK"
"1338","Frankenlou's IPA","American IPA",0.07,105,16,"Seven Brides Brewery","Silverton"," OR"
"1339","Becky's Black Cat Porter","American Porter",0.07,55,16,"Seven Brides Brewery","Silverton"," OR"
"1340","Hop Abomination","American IPA",0.066,100,12,"Dry Dock Brewing Company","Aurora"," CO"
"1341","Apricot Blonde","Fruit / Vegetable Beer",0.051,17,12,"Dry Dock Brewing Company","Aurora"," CO"
"1342","Dry Dock Hefeweizen","Hefeweizen",0.043,12,12,"Dry Dock Brewing Company","Aurora"," CO"
"1343","Dry Dock Amber Ale","American Amber / Red Ale",0.058,49,12,"Dry Dock Brewing Company","Aurora"," CO"
"1344","Special Amber","Vienna Lager",0.05,22,12,"Sprecher Brewing Company","Glendale"," WI"
"1345","Special Amber","Vienna Lager",0.05,22,12,"Sprecher Brewing Company","Glendale"," WI"
"1346","Tonganoxie Honey Wheat","American Pale Wheat Ale",0.044,22,12,"High Noon Saloon And Brewery","Leavenworth"," KS"
"1347","Gordon (2005)","American Double / Imperial IPA",0.092,85,12,"Oskar Blues Brewery","Lyons"," CO"
"1348","Ten Fidy Imperial Stout (2008)","Russian Imperial Stout",0.095,98,12,"Oskar Blues Brewery","Lyons"," CO"
"1349","Ten Fidy Imperial Stout (2007)","Russian Imperial Stout",0.099,98,12,"Oskar Blues Brewery","Lyons"," CO"
"1350","Old Chub (2008)","Scottish Ale",0.08,35,12,"Oskar Blues Brewery","Lyons"," CO"
"1351","Old Chub (2004)","Scottish Ale",0.08,35,12,"Oskar Blues Brewery","Lyons"," CO"
"1352","Old Chub (2003)","Scottish Ale",0.08,35,12,"Oskar Blues Brewery","Lyons"," CO"
"1353","Dale's Pale Ale (2008)","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Lyons"," CO"
"1354","Dale's Pale Ale (2006)","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Lyons"," CO"
"1355","Dale's Pale Ale (2004)","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Lyons"," CO"
"1356","Dale's Pale Ale (2003)","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Lyons"," CO"
"1357","Dale's Pale Ale (2002)","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Lyons"," CO"
"1358","Gordon Beer (2006)","American Double / Imperial IPA",0.087,60,12,"Oskar Blues Brewery","Lyons"," CO"
"1359","Choc Beer (2003)","American Dark Wheat Ale",0.04,9,12,"Krebs Brewing Company (Pete's Pl...","Krebs"," OK"
"1360","Ace IPA","American IPA",0.074,83,16,"Wingman Brewers","Tacoma"," WA"
"1361","P-51 Porter","American Porter",0.08,31,16,"Wingman Brewers","Tacoma"," WA"
"1362","Cold Smoke Scotch Ale (2007)","Scotch Ale / Wee Heavy",0.065,11,16,"Kettle House Brewing Company","Missoula"," MT"
"1363","Double Haul IPA (2009)","American IPA",0.065,65,16,"Kettle House Brewing Company","Missoula"," MT"
"1364","Double Haul IPA (2006)","American IPA",0.065,65,16,"Kettle House Brewing Company","Missoula"," MT"
"1365","Eddy Out Pale Ale","American Pale Ale (APA)",0.055,50,16,"Kettle House Brewing Company","Missoula"," MT"
"1366","Double Haul IPA","American IPA",0.065,65,16,"Kettle House Brewing Company","Missoula"," MT"
"1367","Cold Smoke Scotch Ale","Scotch Ale / Wee Heavy",0.065,11,16,"Kettle House Brewing Company","Missoula"," MT"
"1368","Crabtree Oatmeal Stout","Oatmeal Stout",0.075,29,16,"Crabtree Brewing Company","Greeley"," CO"
"1369","Eclipse Black IPA","American Black Ale",0.077,71,16,"Crabtree Brewing Company","Greeley"," CO"
"1370","Dottie Seattle Lager","American Amber / Red Lager",0.049,25,16,"Emerald City Beer Company","Seattle"," WA"
"1371","Mucho Aloha Hawaiian Pale Ale","American Pale Ale (APA)",0.056,36,12,"Butcher's Brewing","Carlsbad"," CA"
"1372","Big River Pilsner","Czech Pilsener",0.05,32,12,"Big River Brewing Company","Chattanooga"," TN"
"1373","House Brand IPA","American IPA",0.06,55,12,"Big River Brewing Company","Chattanooga"," TN"
"1374","Hoppy Boy","American IPA",0.062,65,16,"Twisted Pine Brewing Company","Boulder"," CO"
"1375","Snake Dog IPA","American IPA",0.071,60,12,"Flying Dog Brewery","Frederick"," MD"
"1376","Underdog Atlantic Lager","American Pale Lager",0.047,28,12,"Flying Dog Brewery","Frederick"," MD"
"1377","This Season's Blonde","American Blonde Ale",0.056,27,12,"Aspen Brewing Company","Aspen"," CO"
"1378","Independence Pass Ale","American IPA",0.07,67,12,"Aspen Brewing Company","Aspen"," CO"
"1379","Bomb Lager (Old Recipe)","Munich Helles Lager",0.045,27,12,"Bomb Beer Company","New York"," NY"
"1380","Churchkey Pilsner Style Beer","American Pilsner",0.049,29,12,"Churchkey Can Company","Seattle"," WA"
"1381","Jon Boat Coastal Ale","American Blonde Ale",0.045,20,12,"Intuition Ale Works","Jacksonville"," FL"
"1382","I-10 IPA","American IPA",0.068,55,12,"Intuition Ale Works","Jacksonville"," FL"
"1383","People's Pale Ale","American Pale Ale (APA)",0.053,28,12,"Intuition Ale Works","Jacksonville"," FL"
"1384","Rocket Girl","Kölsch",0.032,27,12,"Asheville Brewing Company","Asheville"," NC"
"1385","Ninja Porter","American Porter",0.053,26,12,"Asheville Brewing Company","Asheville"," NC"
"1386","Shiva IPA","American IPA",0.06,69,12,"Asheville Brewing Company","Asheville"," NC"
"1387","Black Adder IBA (Current)","American Black Ale",0.073,85,16,"Buckbean Brewing Company","Reno"," NV"
"1388","Tule Duck Red Ale (Current)","American Amber / Red Ale",0.062,42,16,"Buckbean Brewing Company","Reno"," NV"
"1389","Original Orange Blossom Ale (Current)","Herbed / Spiced Beer",0.058,35,16,"Buckbean Brewing Company","Reno"," NV"
"1390","Black Noddy Lager (Current)","Schwarzbier",0.052,40,16,"Buckbean Brewing Company","Reno"," NV"
"1391","Jockamo IPA","American IPA",0.065,52,12,"Abita Brewing Company","Abita Springs"," LA"
"1392","Purple Haze","Fruit / Vegetable Beer",0.042,13,12,"Abita Brewing Company","Abita Springs"," LA"
"1393","Abita Amber","American Amber / Red Lager",0.045,17,12,"Abita Brewing Company","Abita Springs"," LA"
"1394","Dundee Summer Wheat Beer","American Pale Wheat Ale",0.045,18,12,"Dundee Brewing Company","Rochester"," NY"
"1395","Greenville Pale Ale","American Pale Ale (APA)",0.055,52,12,"Twin Lakes Brewing Company","Greenville"," DE"
"1396","Sky High Rye","American Pale Ale (APA)",0.06,55,12,"Arcadia Brewing Company","Battle Creek"," MI"
"1397","Whitsun","American Pale Wheat Ale",0.062,17,12,"Arcadia Brewing Company","Battle Creek"," MI"
"1398","Black Star Double Hopped Golden Lager (24 oz.)","American Pale Lager",0.045,15,24,"Great Northern Brewing Company","Whitefish"," MT"
"1399","Black Star Double Hopped Golden Lager (12 oz.)","American Pale Lager",0.045,15,12,"Great Northern Brewing Company","Whitefish"," MT"
"1400","Pyramid Hefeweizen (2011)","Hefeweizen",0.052,18,12,"Pyramid Breweries","Seattle"," WA"
"1401","Haywire Hefeweizen (2010)","Hefeweizen",0.052,18,16,"Pyramid Breweries","Seattle"," WA"
"1402","Rumspringa Golden Bock","Maibock / Helles Bock",0.066,30,12,"Lancaster Brewing Company","Lancaster"," PA"
"1403","Lancaster German Style Kölsch","Kölsch",0.048,28,12,"Lancaster Brewing Company","Lancaster"," PA"
"1404","Common Sense Kentucky Common Ale","American Brown Ale",0.053,22,16,"Upstate Brewing Company","Elmira"," NY"
"1405","Upstate I.P.W.","American IPA",0.065,70,12,"Upstate Brewing Company","Elmira"," NY"
