"","beer_name","style","abv","ibu","ounces","brewery_name","city","state"
"513","Hopped on the High Seas (Citra)","American IPA",0.07,60,12,"Cigar City Brewing Company","Tampa"," FL"
"514","Hopped on the High Seas (Ahtanum)","American IPA",0.07,60,12,"Cigar City Brewing Company","Tampa"," FL"
"515","Humidor Series India Pale Ale","American IPA",0.075,70,12,"Cigar City Brewing Company","Tampa"," FL"
"516","Jai Alai IPA Aged on White Oak","American IPA",0.075,70,12,"Cigar City Brewing Company","Tampa"," FL"
"517","José Martí American Porter","American Porter",0.08,65,12,"Cigar City Brewing Company","Tampa"," FL"
"518","Maduro Brown Ale","English Brown Ale",0.055,25,12,"Cigar City Brewing Company","Tampa"," FL"
"519","Maduro Brown Ale","American Brown Ale",0.055,25,12,"Cigar City Brewing Company","Tampa"," FL"
"520","Tocobaga Red Ale","American Amber / Red Ale",0.072,75,12,"Cigar City Brewing Company","Tampa"," FL"
"521","Jai Alai IPA","American IPA",0.075,70,12,"Cigar City Brewing Company","Tampa"," FL"
"522","Florida Cracker Belgian Wit","Witbier",0.05,18,12,"Cigar City Brewing Company","Tampa"," FL"
"523","Hunny Do Wheat","American Pale Wheat Ale",0.048,18,12,"Third Street Brewhouse","Cold Spring"," MN"
"524","Gansett Light","Light Lager",0.037,10,16,"Narragansett Brewing Company","Providence"," RI"
"525","Bohemian Pils","American Pilsner",0.052,30,16,"Narragansett Brewing Company","Providence"," RI"
"526","Autocrat Coffee Milk Stout","Milk / Sweet Stout",0.053,30,16,"Narragansett Brewing Company","Providence"," RI"
"527","Narragansett Bohemian Pilsner","German Pilsener",0.086,35,16,"Narragansett Brewing Company","Providence"," RI"
"528","Narragansett Summer Ale","American Pale Wheat Ale",0.042,24,12,"Narragansett Brewing Company","Providence"," RI"
"529","Narragansett Cream Ale","Cream Ale",0.05,22,16,"Narragansett Brewing Company","Providence"," RI"
"530","Narragansett Summer Ale","American Pale Wheat Ale",0.042,24,16,"Narragansett Brewing Company","Providence"," RI"
"531","Narragansett Porter","American Porter",0.07,22,16,"Narragansett Brewing Company","Providence"," RI"
"532","Narragansett Bock","Bock",0.065,32,16,"Narragansett Brewing Company","Providence"," RI"
"533","Narragansett Fest Lager","Märzen / Oktoberfest",0.055,15,16,"Narragansett Brewing Company","Providence"," RI"
"534","Little Red Cap","Altbier",0.063,43,12,"Grimm Brothers Brewhouse","Loveland"," CO"
"535","Perpetual Darkness","Belgian Strong Dark Ale",0.092,72,12,"Odyssey Beerwerks","Arvada"," CO"
"536","Clan Warrior","Scotch Ale / Wee Heavy",0.087,29,12,"Odyssey Beerwerks","Arvada"," CO"
"537","Psycho Penguin Vanilla Porter","American Porter",0.054,36,12,"Odyssey Beerwerks","Arvada"," CO"
"538","Peacemaker Pale Ale","American Pale Ale (APA)",0.057,47,12,"Lonerider Brewing Company","Raleigh"," NC"
"539","Shotgun Betty","Hefeweizen",0.058,11,12,"Lonerider Brewing Company","Raleigh"," NC"
"540","Sweet Josie","American Brown Ale",0.061,30,12,"Lonerider Brewing Company","Raleigh"," NC"
"541","Watershed IPA","American IPA",0.067,70,12,"Oakshire Brewing","Eugene"," OR"
"542","Oakshire Amber Ale","American Amber / Red Ale",0.054,24,12,"Oakshire Brewing","Eugene"," OR"
"543","Overcast Espresso Stout","American Stout",0.058,27,12,"Oakshire Brewing","Eugene"," OR"
"544","Watershed IPA (2013)","American IPA",0.067,70,12,"Oakshire Brewing","Eugene"," OR"
"545","Juke Joint IPA","American IPA",0.07,60,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"546","Parade Ground Coffee Porter","American Porter",0.07,35,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"547","Tin Roof Watermelon Wheat","Fruit / Vegetable Beer",0.05,21,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"548","Tin Roof Blonde Ale","American Blonde Ale",0.045,18,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"549","Voodoo Bengal Pale Ale","American Pale Ale (APA)",0.055,37,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"550","Perfect Tin Amber","American Amber / Red Ale",0.045,28,12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"551","Knotty Blonde Ale","American Blonde Ale",0.04,18,12,"Three Creeks Brewing","Sisters"," OR"
"552","Fivepine Chocolate Porter","American Porter",0.062,40,12,"Three Creeks Brewing","Sisters"," OR"
"553","Hoodoo Voodoo IPA","American IPA",0.062,82,12,"Three Creeks Brewing","Sisters"," OR"
"554","Hopportunity Knocks IPA","American IPA",0.068,100,12,"Caldera Brewing Company","Ashland"," OR"
"555","Caldera Pale Ale","American Pale Ale (APA)",0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"556","Lawnmower Lager","American Adjunct Lager",0.039,16,12,"Caldera Brewing Company","Ashland"," OR"
"557","Ashland Amber Ale (2009)","American Amber / Red Ale",0.054,24,12,"Caldera Brewing Company","Ashland"," OR"
"558","Caldera IPA (2009)","American IPA",0.061,94,12,"Caldera Brewing Company","Ashland"," OR"
"559","Caldera IPA (2007)","American IPA",0.061,94,12,"Caldera Brewing Company","Ashland"," OR"
"560","Caldera Pale Ale (2010)","American Pale Ale (APA)",0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"561","Caldera Pale Ale (2009)","American Pale Ale (APA)",0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"562","Caldera Pale Ale (2005)","American Pale Ale (APA)",0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"563","Caldera Pale Ale (2007)","American Pale Ale (APA)",0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"564","Caldera Pale Ale (2011)","American Pale Ale (APA)",0.056,55,12,"Caldera Brewing Company","Ashland"," OR"
"565","Ashland Amber Ale","American Amber / Red Ale",0.054,24,12,"Caldera Brewing Company","Ashland"," OR"
"566","Caldera IPA","American IPA",0.061,94,12,"Caldera Brewing Company","Ashland"," OR"
"567","Wild Trail Pale Ale","American Pale Ale (APA)",0.057,44,12,"Greenbrier Valley Brewing Company","Lewisburg"," WV"
"568","Mothman Black IPA","American Black Ale",0.067,71,12,"Greenbrier Valley Brewing Company","Lewisburg"," WV"
"569","Camelback","American IPA",0.061,60,12,"Phoenix Ale Brewery","Phoenix"," AZ"
"570","Lumberyard Pilsner","American Pilsner",0.053,20,12,"Lumberyard Brewing Company","Flagstaff"," AZ"
"571","PUNK'N","Pumpkin Ale",0.05,10,12,"Uinta Brewing Company","Salt Lake City"," UT"
"572","Yard Sale Winter Lager","American Amber / Red Lager",0.04,22,12,"Uinta Brewing Company","Salt Lake City"," UT"
"573","Trader Session IPA","American IPA",0.04,42,12,"Uinta Brewing Company","Salt Lake City"," UT"
"574","Hop Nosh IPA","American IPA",0.073,83,12,"Uinta Brewing Company","Salt Lake City"," UT"
"575","SUM'R","American Blonde Ale",0.04,17,12,"Uinta Brewing Company","Salt Lake City"," UT"
"576","Organic Baba Black Lager","Schwarzbier",0.04,32,12,"Uinta Brewing Company","Salt Lake City"," UT"
"577","Hop Notch IPA (2013)","American IPA",0.073,82,12,"Uinta Brewing Company","Salt Lake City"," UT"
"578","Cutthroat Pale Ale","American Pale Ale (APA)",0.04,34,12,"Uinta Brewing Company","Salt Lake City"," UT"
"579","WYLD Extra Pale Ale","American Pale Ale (APA)",0.04,29,12,"Uinta Brewing Company","Salt Lake City"," UT"
"580","Sunbru Kölsch","Kölsch",0.052,17,12,"Four Peaks Brewing Company","Tempe"," AZ"
"581","Kilt Lifter Scottish-Style Ale","",0.06,21,12,"Four Peaks Brewing Company","Tempe"," AZ"
"582","Four Peaks Peach Ale","Fruit / Vegetable Beer",0.042,9,12,"Four Peaks Brewing Company","Tempe"," AZ"
"583","Hop Knot IPA","American IPA",0.067,47,12,"Four Peaks Brewing Company","Tempe"," AZ"
"584","Kilt Lifter Scottish-Style Ale (2009)","Scottish Ale",0.06,21,12,"Four Peaks Brewing Company","Tempe"," AZ"
"585","River House","Saison / Farmhouse Ale",0.05,20,16,"Martin House Brewing Company","Fort Worth"," TX"
"586","Pretzel Stout","American Stout",0.065,47,16,"Martin House Brewing Company","Fort Worth"," TX"
"587","Rubberneck Red","American Amber / Red Ale",0.05,35,16,"Martin House Brewing Company","Fort Worth"," TX"
"588","Homefront IPA","American IPA",0.06,70,12,"Sly Fox Brewing Company","Phoenixville"," PA"
"589","Sundown","Saison / Farmhouse Ale",0.071,36,12,"Round Guys Brewing","Lansdale"," PA"
"590","Original Slacker Ale","English Brown Ale",0.056,40,12,"Round Guys Brewing","Lansdale"," PA"
"591","Dog Days Summer Ale","Kölsch",0.045,28,12,"Round Guys Brewing","Lansdale"," PA"
"592","Beer Agent Re-Ignition","American Blonde Ale",0.053,22,16,"Great Crescent Brewery","Aurora"," IN"
"593","Cherry Ale","Fruit / Vegetable Beer",0.057,18,16,"Great Crescent Brewery","Aurora"," IN"
"594","Bourbon Barrel Aged Coconut Porter","American Porter",0.056,33,16,"Great Crescent Brewery","Aurora"," IN"
"595","Great Crescent IPA","American IPA",0.062,60,16,"Great Crescent Brewery","Aurora"," IN"
"596","Aurora Lager","Dortmunder / Export Lager",0.057,27,16,"Great Crescent Brewery","Aurora"," IN"
"597","Great Crescent Blonde Ale","American Blonde Ale",0.053,22,16,"Great Crescent Brewery","Aurora"," IN"
"598","Great Crescent Coconut Porter","American Porter",0.056,33,16,"Great Crescent Brewery","Aurora"," IN"
"599","Great Crescent Oktoberfest Lager","Märzen / Oktoberfest",0.057,25,16,"Great Crescent Brewery","Aurora"," IN"
"600","Great Crescent Brown Ale","American Brown Ale",0.045,36,16,"Great Crescent Brewery","Aurora"," IN"
"601","Cherry Ale (1)","Fruit / Vegetable Beer",0.057,18,16,"Great Crescent Brewery","Aurora"," IN"
"602","Aurora Lager (2011)","Dortmunder / Export Lager",0.057,27,16,"Great Crescent Brewery","Aurora"," IN"
"603","Frosted Fields Winter Wheat","American Dark Wheat Ale",0.06,25,16,"Great Crescent Brewery","Aurora"," IN"
"604","Great Crescent Belgian Style Wit","Witbier",0.051,13,16,"Great Crescent Brewery","Aurora"," IN"
"605","Bourbon's Barrel Stout","American Stout",0.075,65,16,"Great Crescent Brewery","Aurora"," IN"
"606","Great Crescent Stout","English Stout",0.08,66,16,"Great Crescent Brewery","Aurora"," IN"
"607","Great Crescent Coconut Porter (2012)","American Porter",0.056,33,16,"Great Crescent Brewery","Aurora"," IN"
"608","Great Crescent Dark Lager","Euro Dark Lager",0.057,23,16,"Great Crescent Brewery","Aurora"," IN"
"609","Great Crescent Mild Ale","English Dark Mild Ale",0.042,26,16,"Great Crescent Brewery","Aurora"," IN"
"610","Great Crescent IPA (2011)","American IPA",0.062,60,16,"Great Crescent Brewery","Aurora"," IN"
"611","Great Crescent Blonde Ale (2011)","American Blonde Ale",0.053,22,16,"Great Crescent Brewery","Aurora"," IN"
"612","Pinner Throwback IPA","American IPA",0.049,35,12,"Oskar Blues Brewery","Longmont"," CO"
"613","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"614","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"615","Mama's Little Yella Pils","Czech Pilsener",0.053,35,19.2,"Oskar Blues Brewery","Longmont"," CO"
"616","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,19.2,"Oskar Blues Brewery","Longmont"," CO"
"617","Dale's Pale Ale (10 Year Anniversary)","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"618","Dale's Pale Ale (2012)","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"619","Gordon Imperial Red (2010)","American Double / Imperial IPA",0.087,85,12,"Oskar Blues Brewery","Longmont"," CO"
"620","Dale's Pale Ale (2011)","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"621","Dale's Pale Ale (2010)","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"622","G'KNIGHT (16 oz.)","American Double / Imperial IPA",0.087,85,16,"Oskar Blues Brewery","Longmont"," CO"
"623","HGH (Home Grown Hops): Part Duh","American Strong Ale",0.08,70,12,"Oskar Blues Brewery","Longmont"," CO"
"624","One Hit Wonder","American Double / Imperial IPA",0.09,60,12,"Oskar Blues Brewery","Longmont"," CO"
"625","G'KNIGHT (12 oz.)","American Double / Imperial IPA",0.087,85,12,"Oskar Blues Brewery","Longmont"," CO"
"626","Ten Fidy Imperial Stout","Russian Imperial Stout",0.099,98,12,"Oskar Blues Brewery","Longmont"," CO"
"627","Mama's Little Yella Pils","Czech Pilsener",0.053,35,12,"Oskar Blues Brewery","Longmont"," CO"
"628","GUBNA Imperial IPA","American Double / Imperial IPA",0.099,100,12,"Oskar Blues Brewery","Longmont"," CO"
"629","Old Chub","Scottish Ale",0.08,35,12,"Oskar Blues Brewery","Longmont"," CO"
"630","Gordon Ale (2009)","American Double / Imperial IPA",0.087,85,12,"Oskar Blues Brewery","Longmont"," CO"
"631","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery","Longmont"," CO"
"632","The Golden One","American Pilsner",0.063,21,12,"High Hops Brewery","Windsor"," CO"
"633","The Power of Zeus","American Pale Ale (APA)",0.07,68,12,"High Hops Brewery","Windsor"," CO"
"634","Aviator Raspberry Blonde","American Blonde Ale",0.049,25,12,"Crooked Fence Brewing Company","Garden City"," ID"
"635","Little Sister India Style Session Ale","American IPA",0.043,60,12,"Everybody's Brewing","White Salmon"," WA"
"636","Country Boy IPA","American IPA",0.062,80,12,"Everybody's Brewing","White Salmon"," WA"
"637","Barney Flats Oatmeal Stout","Oatmeal Stout",0.057,13,12,"Anderson Valley Brewing Company","Boonville"," CA"
"638","Summer Solstice","Cream Ale",0.056,4,12,"Anderson Valley Brewing Company","Boonville"," CA"
"639","Hop Ottin' IPA","American IPA",0.07,80,12,"Anderson Valley Brewing Company","Boonville"," CA"
"640","Boont Amber Ale","American Amber / Red Ale",0.058,15,12,"Anderson Valley Brewing Company","Boonville"," CA"
"641","Barney Flats Oatmeal Stout","Oatmeal Stout",0.057,13,12,"Anderson Valley Brewing Company","Boonville"," CA"
"642","El Steinber Dark Lager","Vienna Lager",0.055,25,16,"Anderson Valley Brewing Company","Boonville"," CA"
"643","Boont Amber Ale (2010)","American Amber / Red Ale",0.058,15,12,"Anderson Valley Brewing Company","Boonville"," CA"
"644","Summer Solstice Cerveza Crema (2009)","Cream Ale",0.056,4,12,"Anderson Valley Brewing Company","Boonville"," CA"
"645","Barney Flats Oatmeal Stout (2012)","Oatmeal Stout",0.057,13,12,"Anderson Valley Brewing Company","Boonville"," CA"
"646","Winter Solstice","Winter Warmer",0.069,6,12,"Anderson Valley Brewing Company","Boonville"," CA"
"647","Hop Ottin' IPA (2011)","American IPA",0.07,80,12,"Anderson Valley Brewing Company","Boonville"," CA"
"648","Boont Amber Ale (2011)","American Amber / Red Ale",0.058,15,12,"Anderson Valley Brewing Company","Boonville"," CA"
"649","Summer Solstice (2011)","Cream Ale",0.056,4,12,"Anderson Valley Brewing Company","Boonville"," CA"
"650","Poleeko Gold Pale Ale (2009)","American Pale Ale (APA)",0.055,28,12,"Anderson Valley Brewing Company","Boonville"," CA"
"651","Second Fiddle","American Double / Imperial IPA",0.082,80,16,"Fiddlehead Brewing Company","Shelburne"," VT"
"652","Hodad Porter","American Porter",0.055,30,16,"Fiddlehead Brewing Company","Shelburne"," VT"
"653","Pride of Texas Pale Ale","American Pale Ale (APA)",0.058,60,12,"Rahr & Sons Brewing Company","Fort Worth"," TX"
"654","Bitter Bitch","American Pale Ale (APA)",0.061,60,12,"18th Street Brewery","Gary"," IN"
"655","Santa's Secret","Winter Warmer",0.059,22,16,"Carolina Brewery","Pittsboro"," NC"
"656","Salamander Slam","American IPA",0.07,73,16,"Frog Level Brewing Company","Waynesville"," NC"
"657","Blonde Hunny","Belgian Pale Ale",0.068,21,12,"Wild Wolf Brewing Company","Nellysford"," VA"
"658","Wild Wolf Wee Heavy Scottish Style Ale","Scotch Ale / Wee Heavy",0.057,20,12,"Wild Wolf Brewing Company","Nellysford"," VA"
"659","Wild Wolf American Pilsner","American Pilsner",0.045,25,12,"Wild Wolf Brewing Company","Nellysford"," VA"
"660","Alpha Ale","American Pale Ale (APA)",0.051,45,12,"Wild Wolf Brewing Company","Nellysford"," VA"
"661","Horny Toad Cerveza","American Blonde Ale",0.053,25,16,"COOP Ale Works","Oklahoma City"," OK"
"662","Native Amber","American Amber / Red Ale",0.063,35,16,"COOP Ale Works","Oklahoma City"," OK"
"663","F5 IPA","American IPA",0.068,100,16,"COOP Ale Works","Oklahoma City"," OK"
"664","Native Amber (2013)","American Amber / Red Ale",0.063,35,16,"COOP Ale Works","Oklahoma City"," OK"
"665","Horny Toad Cerveza (2013)","American Blonde Ale",0.053,25,16,"COOP Ale Works","Oklahoma City"," OK"
"666","Seventh Son of a Seventh Son","American Strong Ale",0.077,40,16,"Seventh Son Brewing Company","Columbus"," OH"
"667","Stone Fort Brown Ale","English Brown Ale",0.053,20,16,"Seventh Son Brewing Company","Columbus"," OH"
"668","Seventh Son Hopped Red Ale","American Amber / Red Ale",0.077,40,16,"Seventh Son Brewing Company","Columbus"," OH"
"669","Humulus Nimbus Super Pale Ale","American Pale Ale (APA)",0.06,53,16,"Seventh Son Brewing Company","Columbus"," OH"
"670","Golden Ratio IPA","American IPA",0.07,68,16,"Seventh Son Brewing Company","Columbus"," OH"
"671","Lake Monster","Baltic Porter",0.082,25,16,"Oasis Texas Brewing Company","Austin"," TX"
"672","London Homesick Ale","English Bitter",0.049,27,12,"Oasis Texas Brewing Company","Austin"," TX"
"673","Luchesa Lager","Keller Bier / Zwickel Bier",0.048,35,12,"Oasis Texas Brewing Company","Austin"," TX"
"674","Slow Ride","American Pale Ale (APA)",0.048,35,12,"Oasis Texas Brewing Company","Austin"," TX"
"675","Lobo Lito","Light Lager",0.04,12,12,"Pedernales Brewing Company","Fredericksburg"," TX"
"676","Robert Earl Keen Honey Pils","American Pilsner",0.05,17,12,"Pedernales Brewing Company","Fredericksburg"," TX"
"677","Towhead","American Blonde Ale",0.052,21,12,"Mother's Brewing","Springfield"," MO"
"678","Lil' Helper","American IPA",0.07,70,12,"Mother's Brewing","Springfield"," MO"
"679","Day Hike Session","American IPA",0.041,41,12,"Two Beers Brewing Company","Seattle"," WA"
"680","Trailhead ISA","American IPA",0.048,48,12,"Two Beers Brewing Company","Seattle"," WA"
"681","Immersion Amber","American Amber / Red Ale",0.052,27,12,"Two Beers Brewing Company","Seattle"," WA"
"682","Evo IPA","American IPA",0.062,70,12,"Two Beers Brewing Company","Seattle"," WA"
"683","Evolutionary IPA (2012)","American IPA",0.062,70,12,"Two Beers Brewing Company","Seattle"," WA"
"684","Persnickety Pale","American Pale Ale (APA)",0.057,36,12,"Two Beers Brewing Company","Seattle"," WA"
"685","SoDo Brown Ale","American Brown Ale",0.054,20,12,"Two Beers Brewing Company","Seattle"," WA"
"686","Immersion Amber Ale (2011)","American Amber / Red Ale",0.052,27,12,"Two Beers Brewing Company","Seattle"," WA"
"687","Evolutionary IPA (2011)","American IPA",0.062,70,12,"Two Beers Brewing Company","Seattle"," WA"
"688","Trailhead India Style Session Ale (2011)","American IPA",0.048,48,12,"Two Beers Brewing Company","Seattle"," WA"
"689","Snow King Pale Ale","American Pale Ale (APA)",0.06,55,12,"Snake River Brewing Company","Jackson"," WY"
"690","Zonker Stout","Foreign / Export Stout",0.054,36,12,"Snake River Brewing Company","Jackson"," WY"
"691","OB-1 Organic Ale","English Brown Ale",0.05,22,12,"Snake River Brewing Company","Jackson"," WY"
"692","Snake River Lager","Vienna Lager",0.05,18,12,"Snake River Brewing Company","Jackson"," WY"
"693","Snake River Pale Ale","American Pale Ale (APA)",0.052,32,12,"Snake River Brewing Company","Jackson"," WY"
"694","Pako’s EyePA","American IPA",0.068,60,12,"Snake River Brewing Company","Jackson"," WY"
"695","Dark Voyage Black IPA (2013)","American Black Ale",0.065,80,12,"Capital Brewery","Middleton"," WI"
"696","Wisconsin Amber","Vienna Lager",0.052,28,12,"Capital Brewery","Middleton"," WI"
"697","Lake House","Munich Helles Lager",0.046,18,12,"Capital Brewery","Middleton"," WI"
"698","Ghost Ship White IPA","American IPA",0.056,55,12,"Capital Brewery","Middleton"," WI"
"699","Lake House","Munich Helles Lager",0.046,18,16,"Capital Brewery","Middleton"," WI"
"700","Mutiny IPA","American IPA",0.062,70,12,"Capital Brewery","Middleton"," WI"
"701","Mountain Rescue Pale Ale","American Pale Ale (APA)",0.055,40,12,"Goodlife Brewing Co.","Bend"," OR"
"702","Goose Island India Pale Ale","American IPA",0.059,55,12,"Goose Island Brewery Company","Chicago"," IL"
"703","Couch Select Lager","American Pale Lager",0.05,14,12,"Burnside Brewing Co.","Portland"," OR"
"704","Double D Blonde","American Blonde Ale",0.049,20,12,"Hop Valley Brewing Company","Springfield"," OR"
"705","Festeroo Winter Ale","American Strong Ale",0.078,60,12,"Hop Valley Brewing Company","Springfield"," OR"
"706","Proxima IPA","American IPA",0.063,70,12,"Hop Valley Brewing Company","Springfield"," OR"
"707","Double D Blonde (2013)","American Blonde Ale",0.049,20,12,"Hop Valley Brewing Company","Springfield"," OR"
"708","541 American Lager","American Pale Lager",0.048,13,12,"Hop Valley Brewing Company","Springfield"," OR"
"709","Alphadelic IPA","American IPA",0.065,90,12,"Hop Valley Brewing Company","Springfield"," OR"
"710","Alphadelic IPA (2011)","American IPA",0.065,90,12,"Hop Valley Brewing Company","Springfield"," OR"
"711","Double D Blonde (2011)","American Blonde Ale",0.049,20,12,"Hop Valley Brewing Company","Springfield"," OR"
"712","Worthy IPA","American IPA",0.069,69,12,"Worthy Brewing Company","Bend"," OR"
"713","Easy Day Kolsch","Kölsch",0.045,25,12,"Worthy Brewing Company","Bend"," OR"
"714","Lights Out Vanilla Cream Extra Stout","American Double / Imperial IPA",0.077,30,12,"Worthy Brewing Company","Bend"," OR"
"715","Worthy IPA (2013)","American IPA",0.069,69,12,"Worthy Brewing Company","Bend"," OR"
"716","Worthy Pale","American Pale Ale (APA)",0.06,50,12,"Worthy Brewing Company","Bend"," OR"
"717","Loki Red Ale","American Amber / Red Ale",0.075,53,16,"Fearless Brewing Company","Estacada"," OR"
"718","Loki Red Ale (2013)","American Amber / Red Ale",0.075,53,16,"Fearless Brewing Company","Estacada"," OR"
"719","Campside Session IPA","American IPA",0.045,50,16,"Upland Brewing Company","Bloomington"," IN"
"720","Upland Wheat Ale","Witbier",0.045,15,16,"Upland Brewing Company","Bloomington"," IN"
"721","Tsunami IPA","American IPA",0.072,75,19.2,"Mehana Brewing Co.","Hilo"," HI"
"722","Tsunami IPA","American IPA",0.072,75,12,"Mehana Brewing Co.","Hilo"," HI"
"723","Humpback Blonde Ale","American Blonde Ale",0.042,22,12,"Mehana Brewing Co.","Hilo"," HI"
"724","Hawaiian Crow Porter","American Porter",0.052,27,12,"Mehana Brewing Co.","Hilo"," HI"
"725","Volcano Red Ale","American Amber / Red Ale",0.052,23,12,"Mehana Brewing Co.","Hilo"," HI"
"726","Mauna Kea Pale Ale","American Pale Ale (APA)",0.054,42,12,"Mehana Brewing Co.","Hilo"," HI"
"727","Mound Builder IPA","American IPA",0.065,77,12,"People's Brewing Company","Lafayette"," IN"
"728","Amazon Princess IPA","American IPA",0.062,62,12,"People's Brewing Company","Lafayette"," IN"
"729","Vortex IPA","American IPA",0.074,97,16,"Fort George Brewery","Astoria"," OR"
"730","Evil Owl","American Amber / Red Ale",0.052,40,12,"Branchline Brewing Company","San Antonio"," TX"
"731","Lewbricator Wheat Dopplebock ","Doppelbock",0.075,24,12,"Kalona Brewing Company","Kalona"," IA"
"732","City of the Sun","American IPA",0.075,85,16,"Modern Times Beer","San Diego"," CA"
"733","Booming Rollers","American IPA",0.068,75,16,"Modern Times Beer","San Diego"," CA"
"734","Oneida","American Pale Ale (APA)",0.052,50,16,"Modern Times Beer","San Diego"," CA"
"735","Aurora ","American Amber / Red Ale",0.067,75,16,"Modern Times Beer","San Diego"," CA"
"736","Lomaland","Saison / Farmhouse Ale",0.055,30,16,"Modern Times Beer","San Diego"," CA"
"737","Fortunate Islands","American Pale Wheat Ale",0.047,46,16,"Modern Times Beer","San Diego"," CA"
"738","Black House","American Stout",0.058,40,16,"Modern Times Beer","San Diego"," CA"
"739","Blazing World","American Amber / Red Ale",0.065,115,16,"Modern Times Beer","San Diego"," CA"
"740","#002 American I.P.A.","American IPA",0.071,60,12,"Wisconsin Brewing Company","Verona"," WI"
"741","#004 Session I.P.A.","American IPA",0.048,38,12,"Wisconsin Brewing Company","Verona"," WI"
"742","Monarch Classic American Wheat","American Pale Wheat Ale",0.043,21,12,"Grapevine Craft Brewery","Farmers Branch"," TX"
"743","Sir William's English Brown Ale","English Brown Ale",0.049,21,12,"Grapevine Craft Brewery","Farmers Branch"," TX"
"744","Lakefire Rye Pale Ale","American Pale Ale (APA)",0.055,35,12,"Grapevine Craft Brewery","Farmers Branch"," TX"
"745","1836","American Blonde Ale",0.06,40,12,"Buffalo Bayou Brewing Company","Houston"," TX"
"746","Summer's Wit","Witbier",0.06,20,12,"Buffalo Bayou Brewing Company","Houston"," TX"
"747","More Cowbell","American Double / Imperial IPA",0.09,118,16,"Buffalo Bayou Brewing Company","Houston"," TX"
"748","First Stand","Saison / Farmhouse Ale",0.055,35,12,"Texian Brewing Co.","Richmond"," TX"
"749","Battle LIne","American Brown Ale",0.063,23,12,"Texian Brewing Co.","Richmond"," TX"
"750","Broken Bridge","Dunkelweizen",0.056,12,12,"Texian Brewing Co.","Richmond"," TX"
"751","Brutus","English India Pale Ale (IPA)",0.071,69,12,"Texian Brewing Co.","Richmond"," TX"
"752","What the Butler Saw","Witbier",0.05,18,12,"Forgotten Boardwalk","Cherry Hill"," NJ"
"753","1916 Shore Shiver","American IPA",0.069,65,12,"Forgotten Boardwalk","Cherry Hill"," NJ"
"754","Laughing Dog Cream Ale","Cream Ale",0.05,12,12,"Laughing Dog Brewing Company","Ponderay"," ID"
"755","Two-One Niner","American Pilsner",0.048,9,12,"Laughing Dog Brewing Company","Ponderay"," ID"
"756","Laughing Dog IPA","American IPA",0.064,66,12,"Laughing Dog Brewing Company","Ponderay"," ID"
"757","Plum St. Porter","American Porter",0.06,52,12,"Bozeman Brewing Company","Bozeman"," MT"
"758","Plum St. Porter","American Porter",0.057,52,12,"Bozeman Brewing Company","Bozeman"," MT"
"759","Bozone HopZone IPA","American IPA",0.07,80,12,"Bozeman Brewing Company","Bozeman"," MT"
"760","Bozone Hefe Weizen","Hefeweizen",0.06,25,12,"Bozeman Brewing Company","Bozeman"," MT"
"761","Aprè Shred","American Strong Ale",0.081,17,16,"Big Choice Brewing","Broomfield"," CO"
"762","Hemlock Double IPA","American Double / Imperial IPA",0.095,104,12,"Big Choice Brewing","Broomfield"," CO"
"763","Disconnected Red","American Amber / Red Ale",0.067,85,16,"Big Choice Brewing","Broomfield"," CO"
"764","Arcus IPA","American IPA",0.069,81,12,"Big Storm Brewing Company","Odessa"," FL"
"765","Wavemaker","American Amber / Red Ale",0.058,38,12,"Big Storm Brewing Company","Odessa"," FL"
"766","Epitome","American Black Ale",0.099,100,16,"Carton Brewing Company","Atlantic Highlands"," NJ"
"767","Monkey Chased the Weasel","Berliner Weissbier",0.039,9,16,"Carton Brewing Company","Atlantic Highlands"," NJ"
"768","077XX","American Double / Imperial IPA",0.078,80,16,"Carton Brewing Company","Atlantic Highlands"," NJ"
"769","Boat Beer","American IPA",0.042,35,12,"Carton Brewing Company","Atlantic Highlands"," NJ"
