"","beer_name","style","abv","ibu","ounces","brewery_name","city","state","ounce"
"665","Horny Toad Cerveza (2013)","American Blonde Ale","4","3","3","COOP Ale Works","Oklahoma City"," OK","3"
"666","Seventh Son of a Seventh Son","American Strong Ale","6","4","3","Seventh Son Brewing Company","Columbus"," OH","3"
"667","Stone Fort Brown Ale","English Brown Ale","4","2","3","Seventh Son Brewing Company","Columbus"," OH","3"
"668","Seventh Son Hopped Red Ale","American Amber / Red Ale","6","4","3","Seventh Son Brewing Company","Columbus"," OH","3"
"669","Humulus Nimbus Super Pale Ale","American Pale Ale (APA)","4","6","3","Seventh Son Brewing Company","Columbus"," OH","3"
"670","Golden Ratio IPA","American IPA","5","7","3","Seventh Son Brewing Company","Columbus"," OH","3"
"671","Lake Monster","Baltic Porter","6","3","3","Oasis Texas Brewing Company","Austin"," TX","3"
"672","London Homesick Ale","English Bitter","3","3","2","Oasis Texas Brewing Company","Austin"," TX","2"
"673","Luchesa Lager","Keller Bier / Zwickel Bier","3","4","2","Oasis Texas Brewing Company","Austin"," TX","2"
"674","Slow Ride","American Pale Ale (APA)","3","4","2","Oasis Texas Brewing Company","Austin"," TX","2"
"675","Lobo Lito","Light Lager","3","2","2","Pedernales Brewing Company","Fredericksburg"," TX","2"
"676","Robert Earl Keen Honey Pils","American Pilsner","3","2","2","Pedernales Brewing Company","Fredericksburg"," TX","2"
"677","Towhead","American Blonde Ale","4","3","2","Mother's Brewing","Springfield"," MO","2"
"678","Lil' Helper","American IPA","5","7","2","Mother's Brewing","Springfield"," MO","2"
"679","Day Hike Session","American IPA","3","5","2","Two Beers Brewing Company","Seattle"," WA","2"
"680","Trailhead ISA","American IPA","3","5","2","Two Beers Brewing Company","Seattle"," WA","2"
"681","Immersion Amber","American Amber / Red Ale","4","3","2","Two Beers Brewing Company","Seattle"," WA","2"
"682","Evo IPA","American IPA","4","7","2","Two Beers Brewing Company","Seattle"," WA","2"
"683","Evolutionary IPA (2012)","American IPA","4","7","2","Two Beers Brewing Company","Seattle"," WA","2"
"684","Persnickety Pale","American Pale Ale (APA)","4","4","2","Two Beers Brewing Company","Seattle"," WA","2"
"685","SoDo Brown Ale","American Brown Ale","4","2","2","Two Beers Brewing Company","Seattle"," WA","2"
"686","Immersion Amber Ale (2011)","American Amber / Red Ale","4","3","2","Two Beers Brewing Company","Seattle"," WA","2"
"687","Evolutionary IPA (2011)","American IPA","4","7","2","Two Beers Brewing Company","Seattle"," WA","2"
"688","Trailhead India Style Session Ale (2011)","American IPA","3","5","2","Two Beers Brewing Company","Seattle"," WA","2"
"689","Snow King Pale Ale","American Pale Ale (APA)","4","6","2","Snake River Brewing Company","Jackson"," WY","2"
"690","Zonker Stout","Foreign / Export Stout","4","4","2","Snake River Brewing Company","Jackson"," WY","2"
"691","OB-1 Organic Ale","English Brown Ale","3","3","2","Snake River Brewing Company","Jackson"," WY","2"
"692","Snake River Lager","Vienna Lager","3","2","2","Snake River Brewing Company","Jackson"," WY","2"
"693","Snake River Pale Ale","American Pale Ale (APA)","4","4","2","Snake River Brewing Company","Jackson"," WY","2"
"694","Pako’s EyePA","American IPA","5","6","2","Snake River Brewing Company","Jackson"," WY","2"
"695","Dark Voyage Black IPA (2013)","American Black Ale","5","8","2","Capital Brewery","Middleton"," WI","2"
"696","Wisconsin Amber","Vienna Lager","4","3","2","Capital Brewery","Middleton"," WI","2"
"697","Lake House","Munich Helles Lager","3","2","2","Capital Brewery","Middleton"," WI","2"
"698","Ghost Ship White IPA","American IPA","4","6","2","Capital Brewery","Middleton"," WI","2"
"699","Lake House","Munich Helles Lager","3","2","3","Capital Brewery","Middleton"," WI","3"
"700","Mutiny IPA","American IPA","4","7","2","Capital Brewery","Middleton"," WI","2"
"701","Mountain Rescue Pale Ale","American Pale Ale (APA)","4","4","2","Goodlife Brewing Co.","Bend"," OR","2"
"702","Goose Island India Pale Ale","American IPA","4","6","2","Goose Island Brewery Company","Chicago"," IL","2"
"703","Couch Select Lager","American Pale Lager","3","2","2","Burnside Brewing Co.","Portland"," OR","2"
"704","Double D Blonde","American Blonde Ale","3","2","2","Hop Valley Brewing Company","Springfield"," OR","2"
"705","Festeroo Winter Ale","American Strong Ale","6","6","2","Hop Valley Brewing Company","Springfield"," OR","2"
"706","Proxima IPA","American IPA","5","7","2","Hop Valley Brewing Company","Springfield"," OR","2"
"707","Double D Blonde (2013)","American Blonde Ale","3","2","2","Hop Valley Brewing Company","Springfield"," OR","2"
"708","541 American Lager","American Pale Lager","3","2","2","Hop Valley Brewing Company","Springfield"," OR","2"
"709","Alphadelic IPA","American IPA","5","9","2","Hop Valley Brewing Company","Springfield"," OR","2"
"710","Alphadelic IPA (2011)","American IPA","5","9","2","Hop Valley Brewing Company","Springfield"," OR","2"
"711","Double D Blonde (2011)","American Blonde Ale","3","2","2","Hop Valley Brewing Company","Springfield"," OR","2"
"712","Worthy IPA","American IPA","5","7","2","Worthy Brewing Company","Bend"," OR","2"
"713","Easy Day Kolsch","Kölsch","3","3","2","Worthy Brewing Company","Bend"," OR","2"
"714","Lights Out Vanilla Cream Extra Stout","American Double / Imperial IPA","6","3","2","Worthy Brewing Company","Bend"," OR","2"
"715","Worthy IPA (2013)","American IPA","5","7","2","Worthy Brewing Company","Bend"," OR","2"
"716","Worthy Pale","American Pale Ale (APA)","4","5","2","Worthy Brewing Company","Bend"," OR","2"
"717","Loki Red Ale","American Amber / Red Ale","5","6","3","Fearless Brewing Company","Estacada"," OR","3"
"718","Loki Red Ale (2013)","American Amber / Red Ale","5","6","3","Fearless Brewing Company","Estacada"," OR","3"
"719","Campside Session IPA","American IPA","3","5","3","Upland Brewing Company","Bloomington"," IN","3"
"720","Upland Wheat Ale","Witbier","3","2","3","Upland Brewing Company","Bloomington"," IN","3"
"721","Tsunami IPA","American IPA","5","8","4","Mehana Brewing Co.","Hilo"," HI","4"
"722","Tsunami IPA","American IPA","5","8","2","Mehana Brewing Co.","Hilo"," HI","2"
"723","Humpback Blonde Ale","American Blonde Ale","3","3","2","Mehana Brewing Co.","Hilo"," HI","2"
"724","Hawaiian Crow Porter","American Porter","4","3","2","Mehana Brewing Co.","Hilo"," HI","2"
"725","Volcano Red Ale","American Amber / Red Ale","4","3","2","Mehana Brewing Co.","Hilo"," HI","2"
"726","Mauna Kea Pale Ale","American Pale Ale (APA)","4","5","2","Mehana Brewing Co.","Hilo"," HI","2"
"727","Mound Builder IPA","American IPA","5","8","2","People's Brewing Company","Lafayette"," IN","2"
"728","Amazon Princess IPA","American IPA","4","7","2","People's Brewing Company","Lafayette"," IN","2"
"729","Vortex IPA","American IPA","5","10","3","Fort George Brewery","Astoria"," OR","3"
"730","Evil Owl","American Amber / Red Ale","4","4","2","Branchline Brewing Company","San Antonio"," TX","2"
"731","Lewbricator Wheat Dopplebock ","Doppelbock","5","3","2","Kalona Brewing Company","Kalona"," IA","2"
"732","City of the Sun","American IPA","5","9","3","Modern Times Beer","San Diego"," CA","3"
"733","Booming Rollers","American IPA","5","8","3","Modern Times Beer","San Diego"," CA","3"
"734","Oneida","American Pale Ale (APA)","4","5","3","Modern Times Beer","San Diego"," CA","3"
"735","Aurora ","American Amber / Red Ale","5","8","3","Modern Times Beer","San Diego"," CA","3"
"736","Lomaland","Saison / Farmhouse Ale","4","3","3","Modern Times Beer","San Diego"," CA","3"
"737","Fortunate Islands","American Pale Wheat Ale","3","5","3","Modern Times Beer","San Diego"," CA","3"
"738","Black House","American Stout","4","4","3","Modern Times Beer","San Diego"," CA","3"
"739","Blazing World","American Amber / Red Ale","5","12","3","Modern Times Beer","San Diego"," CA","3"
"740","#002 American I.P.A.","American IPA","5","6","2","Wisconsin Brewing Company","Verona"," WI","2"
"741","#004 Session I.P.A.","American IPA","3","4","2","Wisconsin Brewing Company","Verona"," WI","2"
"742","Monarch Classic American Wheat","American Pale Wheat Ale","3","3","2","Grapevine Craft Brewery","Farmers Branch"," TX","2"
"743","Sir William's English Brown Ale","English Brown Ale","3","3","2","Grapevine Craft Brewery","Farmers Branch"," TX","2"
"744","Lakefire Rye Pale Ale","American Pale Ale (APA)","4","4","2","Grapevine Craft Brewery","Farmers Branch"," TX","2"
"745","1836","American Blonde Ale","4","4","2","Buffalo Bayou Brewing Company","Houston"," TX","2"
"746","Summer's Wit","Witbier","4","2","2","Buffalo Bayou Brewing Company","Houston"," TX","2"
"747","More Cowbell","American Double / Imperial IPA","7","12","3","Buffalo Bayou Brewing Company","Houston"," TX","3"
"748","First Stand","Saison / Farmhouse Ale","4","4","2","Texian Brewing Co.","Richmond"," TX","2"
"749","Battle LIne","American Brown Ale","5","3","2","Texian Brewing Co.","Richmond"," TX","2"
"750","Broken Bridge","Dunkelweizen","4","2","2","Texian Brewing Co.","Richmond"," TX","2"
"751","Brutus","English India Pale Ale (IPA)","5","7","2","Texian Brewing Co.","Richmond"," TX","2"
"752","What the Butler Saw","Witbier","3","2","2","Forgotten Boardwalk","Cherry Hill"," NJ","2"
"753","1916 Shore Shiver","American IPA","5","7","2","Forgotten Boardwalk","Cherry Hill"," NJ","2"
"754","Laughing Dog Cream Ale","Cream Ale","3","2","2","Laughing Dog Brewing Company","Ponderay"," ID","2"
"755","Two-One Niner","American Pilsner","3","1","2","Laughing Dog Brewing Company","Ponderay"," ID","2"
"756","Laughing Dog IPA","American IPA","5","7","2","Laughing Dog Brewing Company","Ponderay"," ID","2"
"757","Plum St. Porter","American Porter","4","6","2","Bozeman Brewing Company","Bozeman"," MT","2"
"758","Plum St. Porter","American Porter","4","6","2","Bozeman Brewing Company","Bozeman"," MT","2"
"759","Bozone HopZone IPA","American IPA","5","8","2","Bozeman Brewing Company","Bozeman"," MT","2"
"760","Bozone Hefe Weizen","Hefeweizen","4","3","2","Bozeman Brewing Company","Bozeman"," MT","2"
"761","Aprè Shred","American Strong Ale","6","2","3","Big Choice Brewing","Broomfield"," CO","3"
"762","Hemlock Double IPA","American Double / Imperial IPA","7","11","2","Big Choice Brewing","Broomfield"," CO","2"
"763","Disconnected Red","American Amber / Red Ale","5","9","3","Big Choice Brewing","Broomfield"," CO","3"
"764","Arcus IPA","American IPA","5","9","2","Big Storm Brewing Company","Odessa"," FL","2"
"765","Wavemaker","American Amber / Red Ale","4","4","2","Big Storm Brewing Company","Odessa"," FL","2"
"766","Epitome","American Black Ale","7","10","3","Carton Brewing Company","Atlantic Highlands"," NJ","3"
"767","Monkey Chased the Weasel","Berliner Weissbier","3","1","3","Carton Brewing Company","Atlantic Highlands"," NJ","3"
"768","077XX","American Double / Imperial IPA","6","8","3","Carton Brewing Company","Atlantic Highlands"," NJ","3"
"769","Boat Beer","American IPA","3","4","2","Carton Brewing Company","Atlantic Highlands"," NJ","2"
"770","Pleasure Town","American IPA","5","7","2","Midnight Sun Brewing Company","Anchorage"," AK","2"
"771","Pleasure Town IPA","American IPA","5","7","2","Midnight Sun Brewing Company","Anchorage"," AK","2"
"772","Snowshoe White Ale","Witbier","3","2","2","Midnight Sun Brewing Company","Anchorage"," AK","2"
"773","Kodiak Brown Ale","American Brown Ale","3","3","2","Midnight Sun Brewing Company","Anchorage"," AK","2"
"774","Sockeye Red IPA","American IPA","4","7","2","Midnight Sun Brewing Company","Anchorage"," AK","2"
"775","Trail Head","American Pale Ale (APA)","5","6","2","Fat Head's Brewery","Middleburg Heights"," OH","2"
"776","Hop Stalker Fresh Hop IPA","American IPA","5","8","3","Fat Head's Brewery","Middleburg Heights"," OH","3"
"777","Blood Orange Wit","Witbier","3","2","3","Refuge Brewery","Temecula"," CA","3"
"778","8 Barrel","American Strong Ale","6","7","3","Chatham Brewing","Chatham"," NY","3"
"779","Oktoberfest","Märzen / Oktoberfest","4","4","3","Chatham Brewing","Chatham"," NY","3"
"780","The Tradition","American Blonde Ale","3","2","2","DC Brau Brewing Company","Washington"," DC","2"
"781","El Hefe Speaks","Hefeweizen","4","2","2","DC Brau Brewing Company","Washington"," DC","2"
"782","On the Wings of Armageddon","American Double / Imperial IPA","7","12","2","DC Brau Brewing Company","Washington"," DC","2"
"783","The Corruption","American IPA","5","8","2","DC Brau Brewing Company","Washington"," DC","2"
"784","No Wake IPA","American IPA","5","5","2","Geneva Lake Brewing Company","Lake Geneva"," WI","2"
"785","Boathouse Blonde","American Blonde Ale","3","2","2","Geneva Lake Brewing Company","Lake Geneva"," WI","2"
"786","Cedar Point","American Amber / Red Ale","3","3","2","Geneva Lake Brewing Company","Lake Geneva"," WI","2"
"787","Imperial Pumpkin Stout","Pumpkin Ale","7","5","3","Cape Ann Brewing Company","Gloucester"," MA","3"
"788","Dead-Eye DIPA","American Double / Imperial IPA","7","13","3","Cape Ann Brewing Company","Gloucester"," MA","3"
"789","Fisherman's IPA","American IPA","4","7","2","Cape Ann Brewing Company","Gloucester"," MA","2"
"790","Fisherman's Pils","German Pilsener","4","4","2","Cape Ann Brewing Company","Gloucester"," MA","2"
"791","Fisherman's Brew","American Amber / Red Ale","4","3","2","Cape Ann Brewing Company","Gloucester"," MA","2"
"792","Noche Dulce","American Porter","5","2","3","Borderlands Brewing Company","Tucson"," AZ","3"
"793","Weize Guy","Hefeweizen","3","2","2","Joseph James Brewing Company","Henderson"," NV","2"
"794","Fox Tail Gluten Free Ale","American Pale Ale (APA)","3","5","2","Joseph James Brewing Company","Henderson"," NV","2"
"795","Hop Box Imperial IPA","American Double / Imperial IPA","7","9","2","Joseph James Brewing Company","Henderson"," NV","2"
"796","Joseph James American Lager","American Adjunct Lager","4","2","2","Joseph James Brewing Company","Henderson"," NV","2"
"797","UFO Gingerland","Herbed / Spiced Beer","4","2","2","Harpoon Brewery","Boston"," MA","2"
"798","The Long Thaw White IPA","American White IPA","4","5","2","Harpoon Brewery","Boston"," MA","2"
"799","Harpoon Summer Beer","Kölsch","3","3","2","Harpoon Brewery","Boston"," MA","2"
"800","Harpoon IPA","American IPA","4","5","2","Harpoon Brewery","Boston"," MA","2"
"801","UFO Pumpkin","Pumpkin Ale","4","2","2","Harpoon Brewery","Boston"," MA","2"
"802","Harpoon Octoberfest","Märzen / Oktoberfest","4","3","2","Harpoon Brewery","Boston"," MA","2"
"803","Harpoon IPA (2012)","American IPA","4","5","2","Harpoon Brewery","Boston"," MA","2"
"804","Harpoon Summer Beer (2012)","Kölsch","3","3","2","Harpoon Brewery","Boston"," MA","2"
"805","UFO White","American Pale Wheat Ale","3","1","2","Harpoon Brewery","Boston"," MA","2"
"806","Harpoon Summer Beer (2010)","Kölsch","3","3","2","Harpoon Brewery","Boston"," MA","2"
"807","Harpoon IPA (2010)","American IPA","4","5","2","Harpoon Brewery","Boston"," MA","2"
"808","Black Me Stout","American Stout","4","5","2","Champion Brewing Company","Charlottesville"," VA","2"
"809","Killer Kolsch","Kölsch","3","3","2","Champion Brewing Company","Charlottesville"," VA","2"
"810","Missile IPA","American IPA","5","7","2","Champion Brewing Company","Charlottesville"," VA","2"
"811","Bravo Four Point","American Pale Ale (APA)","3","5","2","Devil's Backbone Brewing Company","Lexington"," VA","2"
"812","Striped Bass Pale Ale","American Pale Ale (APA)","4","3","2","Devil's Backbone Brewing Company","Lexington"," VA","2"
"813","Cream Ale","Cream Ale","3","4","2","Newburgh Brewing Company","Newburgh"," NY","2"
"814","Ananda India Pale Ale","American IPA","4","7","2","Wiseacre Brewing Company","Memphis"," TN","2"
"815","Tiny Bomb","American Pilsner","3","3","2","Wiseacre Brewing Company","Memphis"," TN","2"
"816","Might As Well IPL","American Pale Lager","5","8","3","Golden Road Brewing","Los Angeles"," CA","3"
"817","Saison Pamplemousse","Saison / Farmhouse Ale","4","4","2","Golden Road Brewing","Los Angeles"," CA","2"
"818","2020 IPA","American IPA","5","8","3","Golden Road Brewing","Los Angeles"," CA","3"
"819","Wolf Among Weeds IPA","American IPA","6","7","3","Golden Road Brewing","Los Angeles"," CA","3"
"820","Better Weather IPA","American IPA","7","10","3","Golden Road Brewing","Los Angeles"," CA","3"
"821","Point the Way IPA","American IPA","4","6","3","Golden Road Brewing","Los Angeles"," CA","3"
"822","Golden Road Hefeweizen","Hefeweizen","3","2","3","Golden Road Brewing","Los Angeles"," CA","3"
"823","Heal the Bay IPA","American IPA","5","7","3","Golden Road Brewing","Los Angeles"," CA","3"
"824","Point the Way IPA","American IPA","4","6","2","Golden Road Brewing","Los Angeles"," CA","2"
"825","Get Up Offa That Brown","American Brown Ale","4","2","3","Golden Road Brewing","Los Angeles"," CA","3"
"826","Burning Bush Smoked IPA","American IPA","6","7","3","Golden Road Brewing","Los Angeles"," CA","3"
"827","Wolf Among Weeds IPA (2012)","American IPA","6","7","3","Golden Road Brewing","Los Angeles"," CA","3"
"828","Point the Way IPA (2012)","American IPA","4","6","3","Golden Road Brewing","Los Angeles"," CA","3"
"829","Golden Road Hefeweizen (2012)","Hefeweizen","3","2","3","Golden Road Brewing","Los Angeles"," CA","3"
"830","Skylight","Dunkelweizen","4","2","2","New Republic Brewing Company","College Station"," TX","2"
"831","Kadigan","American Blonde Ale","4","3","2","New Republic Brewing Company","College Station"," TX","2"
"832","Dammit Jim!","American Amber / Red Ale","4","5","2","New Republic Brewing Company","College Station"," TX","2"
"833","Infamous IPA","American IPA","5","8","2","Infamous Brewing Company","Austin"," TX","2"
"834","Hijack","Cream Ale","4","2","2","Infamous Brewing Company","Austin"," TX","2"
"835","Getaway","German Pilsener","4","3","3","Lift Bridge Brewing Company","Stillwater"," MN","3"
"836","Farm Girl Saison","Saison / Farmhouse Ale","4","3","3","Lift Bridge Brewing Company","Stillwater"," MN","3"
"837","Pub Ale","English Dark Mild Ale","3","2","2","Lucky Town Brewing Company","Jackson"," MS","2"
"838","Ballistic Blonde","Belgian Pale Ale","4","4","2","Lucky Town Brewing Company","Jackson"," MS","2"
"839","Golden Fleece","Belgian Pale Ale","3","4","2","Quest Brewing Company","Greenville"," SC","2"
"840","Smoking Mirror","American Porter","4","3","2","Quest Brewing Company","Greenville"," SC","2"
"841","Tropicalia","American IPA","5","7","2","Creature Comforts","Athens"," GA","2"
"842","Pursuit","American IPA","5","4","2","Half Full Brewery","Stamford"," CT","2"
"843","Half Full Bright Ale","American Blonde Ale","4","2","2","Half Full Brewery","Stamford"," CT","2"
"844","Ale Cider","Fruit / Vegetable Beer","5","1","3","Chapman's Brewing","Angola"," IN","3"
"845","Pail Ale","American Pale Ale (APA)","4","3","3","Chapman's Brewing","Angola"," IN","3"
"846","Barrio Blanco","American IPA","4","6","2","Barrio Brewing Company","Tucson"," AZ","2"
"847","Giant DIPA","American Double / Imperial IPA","7","9","3","Santa Cruz Mountain Brewing","Santa Cruz"," CA","3"
"848","Batch 69 IPA","American IPA","5","7","2","Frankenmuth Brewery","Frankenmuth"," MI","2"
"849","Twisted Helles Summer Lager","Munich Helles Lager","4","2","2","Frankenmuth Brewery","Frankenmuth"," MI","2"
"850","Sobek & Set","American Black Ale","6","8","3","Finch's Beer Company","Chicago"," IL","3"
"851","Wet Hot American Wheat Ale","American Pale Wheat Ale","3","3","3","Finch's Beer Company","Chicago"," IL","3"
"852","Fascist Pig Ale","American Amber / Red Ale","6","8","3","Finch's Beer Company","Chicago"," IL","3"
"853","LuckenBock","Bock","5","2","3","South Austin Brewery","South Austin"," TX","3"
"854","Texas Pale Ale (TPA)","American IPA","4","4","3","South Austin Brewery","South Austin"," TX","3"
"855","Kol' Beer","Kölsch","3","3","3","South Austin Brewery","South Austin"," TX","3"
"856","Wagon Party","California Common / Steam Beer","4","6","2","Bauhaus Brew Labs","Minneapolis"," MN","2"
"857","Sky-Five","American IPA","5","7","2","Bauhaus Brew Labs","Minneapolis"," MN","2"
"858","Stargrazer","Schwarzbier","3","3","2","Bauhaus Brew Labs","Minneapolis"," MN","2"
"859","Wonderstuff","German Pilsener","4","5","2","Bauhaus Brew Labs","Minneapolis"," MN","2"
"860","Ozark American Pale Ale","American Pale Ale (APA)","3","4","2","Ozark Beer Company","Rogers"," AR","2"
"861","Overgrown American Pale Ale","American Pale Ale (APA)","4","6","2","Otter Creek Brewing","Waterbury"," VT","2"
"862","Modus Hoperandi","American IPA","5","7","2","Ska Brewing Company","Durango"," CO","2"
"863","Estival Cream Stout","American Stout","4","2","2","Ska Brewing Company","Durango"," CO","2"
"864","Mexican Logger","American Pale Lager","3","2","2","Ska Brewing Company","Durango"," CO","2"
"865","ESB Special Ale","Extra Special / Strong Bitter (ESB)","4","6","2","Ska Brewing Company","Durango"," CO","2"
"866","Modus Hoperandi","American IPA","5","7","2","Ska Brewing Company","Durango"," CO","2"
"867","Almanac IPA","American IPA","4","8","2","Tractor Brewing Company","Albuquerque"," NM","2"
"868","Farmer's Tan Red Ale","American Amber / Red Ale","4","3","2","Tractor Brewing Company","Albuquerque"," NM","2"
"869","Summer Session Ale","American Pale Wheat Ale","3","7","2","Peak Organic Brewing Company","Portland"," ME","2"
"870","Cape Cod Red","American Amber / Red Ale","4","4","3","Cape Cod Beer","Hyannis"," MA","3"
"871","Beach Blonde","American Blonde Ale","3","1","3","Cape Cod Beer","Hyannis"," MA","3"
"872","Long Trail IPA","English India Pale Ale (IPA)","4","5","2","Long Trail Brewing Company","Bridgewater Corners"," VT","2"
"873","Long Trail Ale","American Amber / Red Ale","3","3","2","Long Trail Brewing Company","Bridgewater Corners"," VT","2"
"874","Double Bag","Altbier","5","4","3","Long Trail Brewing Company","Bridgewater Corners"," VT","3"
"875","Blackbeary Wheat","Fruit / Vegetable Beer","3","1","2","Long Trail Brewing Company","Bridgewater Corners"," VT","2"
"876","Long Trail Ale (1)","Altbier","3","3","2","Long Trail Brewing Company","Bridgewater Corners"," VT","2"
"877","Commotion APA","American Pale Ale (APA)","4","5","2","Great Raft Brewing Company","Shreveport"," LA","2"
"878","Freeride APA","American Pale Ale (APA)","4","4","2","Alaskan Brewing Company","Juneau"," AK","2"
"879","Alaskan Amber","Altbier","4","2","2","Alaskan Brewing Company","Juneau"," AK","2"
"880","Heady Topper","American Double / Imperial IPA","6","12","3","The Alchemist","Waterbury"," VT","3"
"881","Heady Topper","American Double / Imperial IPA","6","12","3","The Alchemist","Waterbury"," VT","3"
"882","Hydraulion Red","Irish Red Ale","4","3","2","Three Notch'd Brewing Company","Charlottesville"," VA","2"
"883","40 Mile IPA","American IPA","4","5","2","Three Notch'd Brewing Company","Charlottesville"," VA","2"
"884","Fresh Slice White IPA","American White IPA","4","5","2","Otter Creek Brewing","Middlebury"," VT","2"
"885","Montauk Summer Ale","American Blonde Ale","4","3","2","Montauk Brewing Company","Montauk"," NY","2"
"886","Driftwood Ale","Extra Special / Strong Bitter (ESB)","4","5","2","Montauk Brewing Company","Montauk"," NY","2"
"887","Let It Ride IPA","American IPA","5","9","2","Indeed Brewing Company","Minneapolis"," MN","2"
"888","Stir Crazy Winter Ale","Winter Warmer","5","3","2","Indeed Brewing Company","Minneapolis"," MN","2"
"889","Sweet Yamma Jamma Ale","Fruit / Vegetable Beer","3","1","2","Indeed Brewing Company","Minneapolis"," MN","2"
"890","Shenanigans Summer Ale","American Pale Wheat Ale","3","3","2","Indeed Brewing Company","Minneapolis"," MN","2"
"891","Midnight Ryder","American Black Ale","5","8","2","Indeed Brewing Company","Minneapolis"," MN","2"
"892","Day Tripper Pale Ale","American Pale Ale (APA)","4","5","2","Indeed Brewing Company","Minneapolis"," MN","2"
"893","Lost Sailor IPA","English India Pale Ale (IPA)","4","4","2","Berkshire Brewing Company","South Deerfield"," MA","2"
"894","Steel Rail Extra Pale Ale","American Pale Ale (APA)","4","2","2","Berkshire Brewing Company","South Deerfield"," MA","2"
"895","Groupe G","Belgian IPA","6","7","3","Headlands Brewing Company","Mill Valley"," CA","3"
"896","Pt. Bonita Rustic Lager","American Pale Lager","4","4","3","Headlands Brewing Company","Mill Valley"," CA","3"
"897","Hill 88 Double IPA","American Double / Imperial IPA","7","8","3","Headlands Brewing Company","Mill Valley"," CA","3"
"898","Longhop IPA","American IPA","3","3","3","Bolero Snort Brewery","Ridgefield Park"," NJ","3"
"899","Lucky Buck","Irish Dry Stout","3","4","3","Bolero Snort Brewery","Ridgefield Park"," NJ","3"
"900","Thrasher Session India Pale Ale","American IPA","3","5","2","Defiance Brewing Company","Hays"," KS","2"
"901","Gutch English Style Mild Ale","English Pale Mild Ale","3","2","2","Defiance Brewing Company","Hays"," KS","2"
"902","Hop Freak","American Double / Imperial IPA","6","8","3","Milwaukee Brewing Company","Milwaukee"," WI","3"
"903","Louie's Demise Amber Ale","American Amber / Red Ale","4","3","3","Milwaukee Brewing Company","Milwaukee"," WI","3"
"904","Hop Happy","American IPA","5","6","3","Milwaukee Brewing Company","Milwaukee"," WI","3"
"905","Booyah Farmhouse Ale","Saison / Farmhouse Ale","5","2","3","Milwaukee Brewing Company","Milwaukee"," WI","3"
"906","Flaming Damsel Lager (2010)","Vienna Lager","3","2","3","Milwaukee Brewing Company","Milwaukee"," WI","3"
"907","Louie’s Demise Immort-Ale (2010)","American Amber / Red Ale","4","3","3","Milwaukee Brewing Company","Milwaukee"," WI","3"
"908","Whitecap Wit","Witbier","3","2","3","Catawba Island Brewing","Port Clinton"," OH","3"
"909","Seiche Scottish Ale","Scottish Ale","6","2","3","Catawba Island Brewing","Port Clinton"," OH","3"
"910","Naked Pig Pale Ale","American Pale Ale (APA)","4","5","2","Back Forty Beer Company","Gadsden"," AL","2"
"911","El Chingon IPA","American IPA","6","8","2","Four Corners Brewing Company","Dallas"," TX","2"
"912","Block Party Robust Porter","American Porter","4","4","2","Four Corners Brewing Company","Dallas"," TX","2"
"913","Local Buzz","American Blonde Ale","4","2","2","Four Corners Brewing Company","Dallas"," TX","2"
"914","Saint Archer White Ale","Witbier","3","2","2","Saint Archer Brewery","San Diego"," CA","2"
"915","Saint Archer IPA","American IPA","5","7","2","Saint Archer Brewery","San Diego"," CA","2"
"916","Saint Archer Pale Ale","American Pale Ale (APA)","4","4","2","Saint Archer Brewery","San Diego"," CA","2"
"917","Saint Archer Blonde","Kölsch","3","3","2","Saint Archer Brewery","San Diego"," CA","2"
"918","Supergoose IPA","American IPA","5","7","2","Hale's Ales","Seattle"," WA","2"
"919","IPA & a Half","American IPA","5","9","2","Tommyknocker Brewery","Idaho Springs"," CO","2"
"920","Ornery Amber Lager (2003)","Vienna Lager","4","4","2","Tommyknocker Brewery","Idaho Springs"," CO","2"
"921","On the Count of 3 (2015)","Hefeweizen","5","5","3","Baxter Brewing Company","Lewiston"," ME","3"
"922","Amber Road","American Amber / Red Ale","4","4","2","Baxter Brewing Company","Lewiston"," ME","2"
"923","Pamola Xtra Pale Ale","American Pale Ale (APA)","3","3","2","Baxter Brewing Company","Lewiston"," ME","2"
"924","Stowaway IPA","American IPA","5","7","2","Baxter Brewing Company","Lewiston"," ME","2"
"925","American India Red Ale","American Strong Ale","5","9","2","Black Shirt Brewing Company","Denver"," CO","2"
"926","American Red Porter","American Porter","5","5","2","Black Shirt Brewing Company","Denver"," CO","2"
"927","American Red Saison","Saison / Farmhouse Ale","6","4","2","Black Shirt Brewing Company","Denver"," CO","2"
"928","Colorado Red Ale","American Amber / Red Ale","5","5","2","Black Shirt Brewing Company","Denver"," CO","2"
"929","Wachusett Light IPA","American IPA","3","4","2","Wachusett Brewing Company","Westminster"," MA","2"
"930","Green Monsta IPA","American IPA","4","6","2","Wachusett Brewing Company","Westminster"," MA","2"
"931","Wachusett IPA","American IPA","4","5","2","Wachusett Brewing Company","Westminster"," MA","2"
"932","Larry Imperial IPA","American Double / Imperial IPA","6","9","2","Wachusett Brewing Company","Westminster"," MA","2"
"933","Country Pale Ale","English Pale Ale","4","2","2","Wachusett Brewing Company","Westminster"," MA","2"
"934","Wachusett Light IPA (2013)","American IPA","3","4","2","Wachusett Brewing Company","Westminster"," MA","2"
